Customer,Birth_Year,Highest_Education,Marital_Status,Household_Income ,Kid_home,Teen_home,Enrollment_Date,Last_purchase,AmountFruits,AmountMeat,AmountFish,AmountSweet,AmountGold,Deals,Web,Catalog,Store,WebVisits,ad1,ad2,ad3,ad4,ad5,ad6,Complain,Location
8164,1978,PhD,Married,"$82,170.00 ",0,0,11/25/2013,13,93,651,49,55,37,1,5,6,7,2,0,0,0,0,0,0,0,SA
8180,1952,Master,Divorced,"$59,354.00 ",1,1,11/15/2013,53,2,53,3,5,14,3,6,1,5,6,0,0,0,0,0,0,0,US
8181,1978,2n Cycle,Single,"$38,593.00 ",1,0,9/13/2013,42,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,0,SP
8207,1957,2n Cycle,Married,"$53,233.00 ",0,1,3/18/2014,18,0,9,3,0,0,1,1,0,3,4,0,0,0,0,0,0,0,CA
8210,1975,Master,Married,"$54,730.00 ",0,1,8/15/2013,64,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,0,SP
8216,1972,Master,Married,"$53,761.00 ",1,1,10/11/2013,7,0,76,13,7,71,6,4,4,3,5,0,0,0,0,0,0,0,AUS
8230,1980,Graduation,Married,"$33,228.00 ",1,0,1/23/2014,28,2,31,7,4,5,1,2,0,3,7,0,0,0,0,0,0,0,SP
8233,1950,Master,Widow,"$64,866.00 ",0,1,1/26/2014,9,5,21,7,5,10,4,7,3,7,5,0,0,0,1,0,0,0,CA
8234,1973,Basic,Together,"$27,190.00 ",1,0,8/15/2013,13,6,7,0,1,3,1,1,0,2,8,0,0,1,0,0,1,0,SP
8235,1956,Master,Together,"$69,245.00 ",0,1,1/24/2014,8,30,214,80,30,61,2,6,5,10,3,0,0,0,0,0,0,0,SA
8254,1974,PhD,Married,"$34,596.00 ",1,0,4/13/2013,48,0,2,0,0,7,1,1,0,2,8,0,0,0,0,0,0,0,GER
8268,1961,PhD,Married,,0,1,7/11/2013,23,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,CA
8275,1965,PhD,Divorced,"$47,025.00 ",1,1,2/9/2014,6,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,SP
8278,1990,PhD,Married,"$74,214.00 ",0,0,8/26/2012,3,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,0,SP
8286,1965,PhD,Together,"$51,717.00 ",0,1,8/20/2013,55,1,17,0,1,5,1,3,0,4,7,0,0,0,1,0,0,0,SA
8299,1989,PhD,Single,"$33,996.00 ",0,0,9/11/2013,46,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,0,SA
8314,1982,Graduation,Married,"$79,908.00 ",0,0,4/5/2013,30,129,761,29,185,111,1,5,6,7,2,0,0,0,0,1,0,0,SP
8315,1995,Graduation,Single,"$34,824.00 ",0,0,3/26/2014,65,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,0,US
8318,1979,Graduation,Together,"$90,300.00 ",0,0,1/3/2014,7,134,786,33,134,57,0,5,6,8,1,0,0,0,0,1,0,0,SP
8334,1971,Master,Single,"$33,316.00 ",1,1,10/4/2013,34,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,SP
8341,1969,PhD,Married,"$30,396.00 ",1,0,4/30/2014,22,0,6,0,1,12,2,1,1,2,7,0,0,1,0,0,1,0,SP
8346,1974,Graduation,Single,"$32,233.00 ",1,0,8/19/2012,26,15,35,25,11,72,2,6,2,2,9,0,0,1,0,0,1,0,SP
8362,1982,PhD,Married,"$84,169.00 ",0,0,8/7/2013,9,19,403,0,19,0,1,7,6,6,3,0,0,0,1,1,1,0,SA
8369,1987,Graduation,Together,"$18,227.00 ",1,0,11/8/2012,21,2,7,4,3,11,1,0,1,2,8,0,0,0,0,0,0,0,SP
8370,1976,2n Cycle,Together,"$75,484.00 ",0,1,8/2/2012,50,97,259,197,194,34,2,7,3,6,4,0,0,0,0,0,0,0,CA
8375,1968,PhD,Married,"$55,954.00 ",0,1,3/3/2014,63,0,28,0,0,43,3,8,2,6,7,0,0,0,0,0,0,0,AUS
8387,1957,Graduation,Married,"$43,140.00 ",0,1,1/5/2013,68,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,0,SP
8395,1961,Graduation,Single,"$82,014.00 ",0,0,8/20/2012,48,37,265,35,163,31,1,3,6,12,6,0,0,0,0,0,1,0,SA
8402,1953,Master,Married,"$67,087.00 ",0,1,12/17/2013,40,35,222,130,35,43,2,7,5,8,4,0,0,0,0,0,0,0,AUS
8416,1981,Graduation,Married,"$29,009.00 ",1,0,11/29/2013,19,6,15,10,5,2,2,2,0,3,6,0,0,0,0,0,0,0,US
8418,1958,2n Cycle,Single,"$38,741.00 ",1,1,3/30/2014,60,10,17,8,6,13,2,2,0,3,7,0,0,0,0,0,0,0,GER
8420,1970,2n Cycle,Married,"$15,315.00 ",0,0,8/3/2013,27,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,SP
8430,1957,Graduation,Together,"$21,994.00 ",0,1,12/24/2012,4,0,6,3,1,3,1,0,0,3,5,0,0,0,0,0,0,0,AUS
8432,1956,Graduation,Together,"$54,450.00 ",1,1,9/14/2012,0,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,SP
8442,1985,Master,Married,"$19,510.00 ",2,0,9/4/2013,63,0,7,3,4,7,2,1,0,3,7,0,0,0,0,0,0,0,CA
8443,1972,Graduation,Single,"$24,762.00 ",1,0,2/10/2014,16,10,12,3,15,40,3,3,1,2,8,0,0,1,0,0,1,0,SA
8461,1962,Graduation,Divorced,"$46,102.00 ",2,1,3/10/2014,3,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,SP
8462,1978,Basic,Together,"$24,882.00 ",1,0,9/9/2012,52,4,10,29,0,36,1,1,1,2,6,0,0,1,0,0,0,0,SP
8477,1956,Graduation,Divorced,"$26,150.00 ",2,1,3/11/2013,61,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,0,SP
8486,1971,Master,Together,"$30,538.00 ",1,0,10/1/2012,27,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0,0,SP
8492,1978,Graduation,Together,"$75,437.00 ",0,0,11/9/2013,25,0,545,95,58,0,1,8,4,10,6,1,0,0,0,0,0,0,SP
8514,1976,Graduation,Together,"$29,478.00 ",1,0,1/17/2014,59,0,7,3,1,1,1,1,0,3,6,0,0,0,0,0,0,0,SP
8523,1968,Graduation,Married,"$19,329.00 ",1,0,12/14/2013,39,1,16,12,2,5,3,4,0,3,8,0,0,0,0,0,0,0,CA
8524,1974,PhD,Divorced,"$25,509.00 ",1,0,9/18/2012,15,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,1,0,SP
8527,1965,Master,Together,"$65,735.00 ",1,1,12/7/2013,37,7,119,4,15,11,5,6,2,6,7,0,0,0,0,0,0,0,SP
8534,1952,Graduation,Married,"$67,433.00 ",0,2,7/16/2013,51,28,259,12,48,30,4,6,5,13,4,0,0,0,1,0,0,0,SP
8537,1949,Graduation,Widow,"$72,643.00 ",0,0,2/27/2013,60,80,553,123,94,53,1,3,10,7,2,1,0,0,0,0,1,0,SP
8545,1954,Graduation,Divorced,"$85,683.00 ",0,0,3/21/2014,6,17,311,45,69,51,1,2,4,10,1,1,1,0,1,1,1,0,SP
8553,1965,Graduation,Married,"$44,300.00 ",1,1,6/23/2013,65,0,9,0,0,3,2,1,0,3,6,0,0,0,0,0,0,0,SP
8557,1982,Graduation,Single,,1,0,6/17/2013,57,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0,AUS
8566,1961,PhD,Together,"$32,583.00 ",1,1,6/15/2014,10,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,SP
8581,1971,Master,Married,"$49,505.00 ",1,1,3/5/2013,4,0,100,19,0,28,9,10,2,8,8,0,0,0,0,0,0,0,SP
8584,1952,PhD,Together,"$85,431.00 ",0,0,6/8/2013,54,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,0,SP
8594,1958,PhD,Widow,"$50,520.00 ",0,1,1/28/2014,25,0,6,2,1,14,2,3,1,3,6,0,0,0,0,0,0,0,SP
8601,1980,Graduation,Married,"$80,011.00 ",0,1,4/29/2013,3,76,536,82,178,102,2,8,6,5,4,0,0,0,0,0,0,0,AUS
8605,1964,PhD,Together,"$46,910.00 ",1,1,3/23/2014,36,0,14,0,0,6,2,2,0,3,6,0,0,0,0,0,0,0,SP
8614,1957,Graduation,Widow,"$65,486.00 ",0,1,5/12/2014,29,19,125,37,67,14,1,4,2,10,2,0,0,0,0,0,0,0,AUS
8619,1957,Graduation,Together,"$21,994.00 ",0,1,12/24/2012,4,0,6,3,1,3,1,0,0,3,5,0,0,0,0,0,0,0,SP
8624,1958,Graduation,Married,"$81,320.00 ",0,0,2/6/2013,61,33,493,59,103,57,1,4,3,10,2,0,0,0,0,0,0,0,SA
8643,1971,Graduation,Together,"$69,930.00 ",0,0,5/26/2013,21,98,827,219,70,196,1,4,5,12,3,0,0,0,0,0,0,0,IND
8650,1978,Graduation,Widow,"$54,162.00 ",1,1,3/18/2013,31,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,0,SP
8652,1946,Graduation,Together,"$37,760.00 ",0,0,8/31/2012,20,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,0,SA
8659,1952,PhD,Together,"$69,805.00 ",0,1,1/21/2014,50,71,174,13,10,20,2,6,8,11,2,0,0,0,0,0,0,0,GER
8685,1977,Graduation,Married,"$42,014.00 ",1,0,8/17/2012,56,15,108,4,15,50,6,7,1,6,8,0,0,0,0,0,1,0,SA
8686,1979,Basic,Together,"$23,724.00 ",1,0,1/8/2013,65,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,0,SP
8687,1978,Graduation,Together,"$53,172.00 ",0,1,5/6/2013,54,62,90,68,20,125,3,2,3,8,3,0,0,0,0,0,0,0,IND
8692,1952,Graduation,Together,"$43,462.00 ",1,1,9/12/2012,50,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,0,SP
8702,1976,2n Cycle,Together,"$26,907.00 ",1,1,8/20/2013,10,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,0,AUS
8707,1956,Graduation,Married,"$79,456.00 ",0,0,8/22/2012,12,42,548,64,83,99,1,5,6,4,3,0,0,0,0,0,1,0,SP
8717,1975,PhD,Married,"$80,427.00 ",0,1,9/12/2012,56,71,449,69,71,26,1,11,8,8,5,0,0,0,0,0,0,0,IND
8720,1978,2n Cycle,Together,,0,0,8/12/2012,53,2,1607,12,4,22,0,0,0,1,0,0,0,0,1,0,0,0,IND
8722,1957,2n Cycle,Married,"$82,347.00 ",0,0,11/6/2012,38,54,845,202,133,63,1,7,7,10,3,1,0,1,0,0,1,0,CA
8724,1982,Graduation,Single,"$28,567.00 ",1,0,6/17/2013,57,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0,SP
8726,1964,2n Cycle,Divorced,"$41,713.00 ",1,1,4/29/2014,57,8,44,10,10,25,5,3,1,4,6,0,0,0,0,0,0,0,CA
8727,1978,Graduation,Divorced,"$63,693.00 ",0,1,10/14/2013,63,43,337,42,87,54,3,11,6,9,6,0,0,0,0,0,0,0,SA
8737,1978,Graduation,Divorced,"$55,563.00 ",0,1,4/5/2014,22,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,0,SP
8746,1989,Graduation,Married,"$75,433.00 ",1,0,4/5/2014,28,0,297,0,34,57,2,2,5,10,6,1,0,0,1,0,0,0,SP
8749,1984,Graduation,Together,"$37,235.00 ",1,0,2/1/2014,68,2,9,4,6,20,1,1,1,2,4,0,0,0,0,0,0,0,SP
8754,1974,PhD,Together,"$45,068.00 ",0,1,5/16/2013,25,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0,SP
8755,1946,Master,Married,"$68,657.00 ",0,0,2/20/2013,4,34,471,119,68,22,1,3,5,9,7,0,0,0,0,0,0,0,AUS
8773,1971,Master,Together,"$57,420.00 ",0,1,6/25/2013,22,0,18,0,0,24,3,5,1,6,7,0,0,0,1,0,0,0,US
8779,1985,2n Cycle,Married,"$36,145.00 ",1,0,6/16/2013,13,4,76,17,1,18,4,4,1,3,9,0,0,1,0,0,1,0,US
8783,1950,Graduation,Married,"$57,045.00 ",0,1,9/8/2012,40,13,104,11,13,17,3,4,2,9,3,0,0,0,0,0,0,0,AUS
8786,1956,Master,Married,"$62,058.00 ",0,1,5/26/2013,52,7,74,10,0,58,4,6,1,7,6,0,0,0,0,0,0,0,GER
8799,1984,PhD,Married,"$38,175.00 ",1,0,9/23/2013,6,6,69,2,3,3,3,3,1,4,7,0,0,0,0,0,0,0,SP
8800,1943,PhD,Divorced,"$48,948.00 ",0,0,2/1/2013,53,8,206,160,49,42,2,7,10,5,6,0,0,1,0,0,1,0,SA
8805,1960,Graduation,Single,"$48,904.00 ",0,1,12/2/2012,1,10,38,0,13,27,4,7,2,4,8,0,0,0,0,0,0,0,US
8812,1979,2n Cycle,Divorced,"$13,533.00 ",1,0,3/10/2013,45,3,8,8,0,17,2,2,0,3,7,0,0,0,0,0,0,0,SP
8825,1962,Graduation,Together,"$51,195.00 ",1,1,4/1/2013,46,14,156,82,24,58,8,9,2,5,8,0,0,0,0,0,0,0,SA
8832,1976,Master,Together,"$37,509.00 ",1,0,9/12/2012,24,5,56,12,8,5,2,3,0,4,7,0,0,0,0,0,0,0,GER
8842,1971,Graduation,Widow,"$30,372.00 ",1,1,12/25/2012,33,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,SP
8858,1972,PhD,Married,"$44,325.00 ",0,1,3/7/2013,69,0,21,0,0,5,4,8,2,7,8,0,0,0,1,0,0,0,CA
8870,1984,Graduation,Together,"$35,196.00 ",1,0,11/13/2012,68,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,1,0,SP
8876,1963,PhD,Together,"$33,629.00 ",1,1,8/8/2012,49,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,0,SP
8890,1971,PhD,Divorced,"$65,808.00 ",1,1,5/30/2014,1,7,80,13,7,10,3,5,1,5,6,0,0,0,0,0,0,0,SP
8895,1985,Graduation,Single,"$70,596.00 ",0,0,10/5/2012,68,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,0,SP
8897,1965,Graduation,Single,"$42,720.00 ",1,1,4/24/2013,9,5,91,28,26,112,8,7,3,7,8,0,0,0,0,0,1,0,GER
8908,1959,Graduation,Married,"$87,195.00 ",0,0,5/8/2014,35,76,690,50,26,38,1,3,11,5,1,0,0,0,0,0,1,0,CA
8910,1955,Graduation,Together,"$42,586.00 ",1,1,10/29/2012,7,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,1,0,SP
8911,1967,PhD,Married,"$56,320.00 ",0,1,4/8/2013,11,53,172,116,77,83,3,5,4,9,4,0,0,0,0,0,0,0,SP
8920,1967,Master,Single,"$59,235.00 ",1,0,1/12/2013,4,40,469,80,0,91,3,11,2,12,7,0,0,0,0,0,0,0,IND
8923,1973,Graduation,Single,"$83,917.00 ",0,0,4/18/2013,12,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,1,0,SP
8925,1965,Master,Married,"$70,053.00 ",0,1,7/3/2013,38,53,98,81,179,89,3,8,5,10,5,0,0,0,0,0,0,0,SP
8932,1969,Master,Together,"$65,176.00 ",0,1,10/29/2012,57,28,183,220,70,70,4,9,6,6,6,0,0,0,0,0,0,0,SA
8933,1983,2n Cycle,Married,"$32,146.00 ",1,0,5/12/2014,16,3,23,4,7,3,2,2,0,4,6,0,0,0,0,0,0,0,CA
8939,1959,Graduation,Divorced,"$61,250.00 ",0,1,12/16/2012,49,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,0,SP
8945,1970,Graduation,Divorced,"$54,137.00 ",0,1,8/16/2013,46,0,11,0,1,20,2,4,1,4,6,0,0,0,0,0,0,0,SA
8955,1957,PhD,Together,"$40,451.00 ",0,2,2/16/2014,54,0,4,0,0,10,1,1,1,2,5,0,0,1,0,0,0,0,SP
8957,1952,2n Cycle,Single,"$64,831.00 ",1,1,6/10/2013,51,86,249,75,86,144,8,6,3,5,6,0,0,0,0,0,0,0,SA
8962,1975,Master,Married,"$44,319.00 ",1,1,4/17/2014,18,0,8,0,0,3,2,2,0,3,5,0,0,0,0,0,0,0,SA
8969,1977,Graduation,Married,"$71,855.00 ",0,1,1/16/2013,59,31,422,0,112,28,4,5,5,11,3,0,0,0,0,0,0,0,SA
8975,1968,Graduation,Married,"$19,514.00 ",1,1,1/26/2014,47,3,21,2,1,28,4,3,1,2,8,0,0,1,0,0,0,0,SP
8977,1985,Basic,Single,"$16,581.00 ",0,0,1/12/2013,51,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,0,SP
8985,1964,2n Cycle,Together,"$68,316.00 ",0,1,11/4/2012,54,80,161,120,11,33,5,10,7,10,6,0,0,0,0,0,0,0,SP
8996,1957,PhD,Married,,2,1,11/19/2012,4,42,192,49,37,53,12,7,2,8,9,0,0,0,0,0,0,0,GER
9014,1975,Graduation,Married,"$37,085.00 ",1,1,6/26/2014,65,1,16,2,0,3,4,3,0,3,8,0,0,0,0,0,0,0,IND
9058,1955,Graduation,Widow,"$79,800.00 ",0,0,9/23/2012,65,21,530,32,0,224,1,5,11,5,3,1,0,1,0,1,1,0,SP
9064,1982,Graduation,Married,"$69,109.00 ",0,0,11/9/2012,10,25,459,124,29,95,1,6,6,7,4,0,0,0,0,1,1,0,SP
9076,1980,PhD,Married,"$30,732.00 ",1,0,1/5/2013,44,1,25,0,1,3,4,4,1,4,8,0,0,0,0,0,0,0,SA
9080,1972,PhD,Single,"$38,578.00 ",1,1,6/22/2013,2,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,0,SP
9081,1988,Graduation,Single,"$20,518.00 ",1,0,5/18/2014,58,1,6,4,1,9,1,1,1,2,5,0,0,0,0,0,0,0,SP
9094,1955,2n Cycle,Married,"$62,972.00 ",0,1,8/3/2012,39,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,1,0,SP
9097,1956,Graduation,Divorced,"$46,086.00 ",0,1,11/3/2013,34,8,32,7,2,50,4,3,1,8,4,0,0,0,0,0,0,0,SP
9119,1950,Graduation,Together,"$60,905.00 ",0,1,12/5/2013,27,17,76,36,17,38,2,3,3,7,2,0,0,0,0,0,0,0,US
9121,1972,Graduation,Married,"$80,134.00 ",1,0,5/20/2013,40,16,272,104,0,80,2,5,3,6,6,1,0,0,1,1,1,0,AUS
9145,1972,Graduation,Single,"$72,504.00 ",0,1,4/6/2013,43,26,470,123,161,94,2,5,9,6,2,0,0,0,0,0,0,0,CA
9150,1963,PhD,Single,"$48,918.00 ",1,1,4/12/2014,21,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,SP
9166,1968,Graduation,Married,"$63,967.00 ",0,1,8/9/2013,57,84,141,73,35,162,3,4,4,12,2,0,0,0,0,0,0,0,SP
9185,1966,PhD,Single,"$69,759.00 ",0,0,10/28/2013,38,20,514,13,30,0,3,4,6,5,3,0,0,0,0,0,1,0,SP
9204,1970,Graduation,Widow,"$66,731.00 ",0,1,9/12/2012,33,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,0,SP
9206,1968,Graduation,Together,"$77,382.00 ",0,1,1/7/2014,36,48,231,112,105,134,2,5,7,12,1,0,0,0,0,1,0,0,SP
9212,1962,Master,Married,"$72,828.00 ",0,1,2/14/2013,17,0,235,19,14,205,6,6,3,13,7,0,0,0,0,0,0,0,SP
9213,1970,Graduation,Widow,"$31,880.00 ",1,0,10/31/2012,13,1,5,2,0,3,1,1,0,2,8,0,0,0,0,0,0,0,SP
9214,1991,Graduation,Married,"$42,691.00 ",0,0,8/16/2013,48,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,0,SP
9215,1980,PhD,Married,"$43,974.00 ",1,0,12/12/2012,19,0,101,0,0,72,5,6,4,6,7,0,0,0,0,0,0,0,CA
9216,1971,Graduation,Married,"$35,788.00 ",1,1,1/23/2014,34,2,11,3,1,4,2,2,0,3,6,0,0,0,0,0,0,0,CA
9220,1971,Graduation,Single,"$91,700.00 ",0,0,1/17/2013,58,172,961,125,115,19,1,8,6,5,3,0,0,0,0,0,1,0,SP
9235,1957,Graduation,Single,,1,1,5/27/2014,45,0,8,2,0,1,1,1,0,2,7,0,0,0,0,0,0,0,GER
9242,1990,Graduation,Single,"$64,509.00 ",0,0,8/17/2013,19,185,575,24,25,77,1,6,3,9,4,0,0,1,0,0,1,0,SA
9256,1971,Graduation,Single,"$58,350.00 ",0,1,1/4/2013,5,26,206,116,80,80,4,8,3,12,6,0,0,0,0,0,0,0,SP
9260,1945,PhD,Married,"$70,356.00 ",0,0,11/5/2012,20,16,249,43,16,33,2,10,6,9,6,0,0,0,0,0,0,0,CA
9262,1984,2n Cycle,Together,"$32,414.00 ",0,0,7/4/2013,11,6,5,0,9,12,1,1,0,3,7,0,0,1,0,0,0,0,SA
9264,1986,Graduation,Married,"$79,529.00 ",0,0,4/27/2014,1,42,706,73,197,197,1,4,8,9,2,0,0,0,0,0,0,0,CA
9274,1961,Master,Married,"$80,950.00 ",0,0,3/28/2013,44,147,112,219,147,63,1,6,7,9,2,1,0,0,0,0,0,0,SA
9283,1978,Graduation,Single,"$60,199.00 ",1,2,9/12/2013,49,1,7,2,0,0,1,0,0,3,4,0,0,0,0,0,0,0,CA
9284,1958,Graduation,Together,"$53,977.00 ",0,1,6/8/2013,21,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,0,SP
9289,1979,Graduation,Married,"$36,781.00 ",1,0,4/10/2014,16,1,17,0,3,13,1,2,1,2,8,0,0,0,0,0,1,0,SP
9291,1959,Master,Married,"$34,242.00 ",0,1,3/23/2014,25,2,4,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,SP
9303,1976,Graduation,Married,"$5,305.00 ",0,1,7/30/2013,12,4,7,1,3,5,0,1,0,0,13,0,0,0,0,0,0,0,IND
9305,1976,2n Cycle,Single,"$79,689.00 ",0,0,5/12/2013,65,26,640,180,37,121,1,4,9,13,2,0,0,0,0,0,0,0,SP
9308,1954,Graduation,Married,"$62,820.00 ",0,0,5/11/2013,51,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,0,SA
9316,1952,Basic,Together,"$13,084.00 ",0,0,11/2/2013,29,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,0,US
9323,1949,Master,Together,"$49,912.00 ",0,1,9/7/2012,5,8,223,32,49,42,4,10,5,7,8,0,0,1,0,0,1,0,ME
9336,1969,PhD,Widow,"$62,187.00 ",0,1,3/22/2014,38,0,83,0,0,41,3,6,2,10,4,0,0,0,0,0,0,0,SP
9347,1956,Master,Together,"$50,943.00 ",0,1,6/21/2013,49,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,0,SP
9353,1959,Graduation,Single,"$62,450.00 ",0,1,1/6/2014,61,47,267,62,66,38,2,5,5,4,3,0,0,0,1,0,0,0,IND
9360,1982,Graduation,Married,"$37,040.00 ",0,0,8/8/2012,41,2,73,69,38,48,1,4,2,5,8,0,0,0,0,0,0,0,US
9362,1965,Graduation,Single,"$69,263.00 ",0,1,3/5/2014,14,5,32,13,5,21,1,9,1,7,6,0,0,0,1,0,0,0,CA
9365,1976,PhD,Single,"$60,000.00 ",0,1,12/22/2012,57,0,217,0,0,12,5,11,3,5,6,0,0,0,0,0,0,0,SP
9369,1979,2n Cycle,Single,"$88,194.00 ",0,1,3/19/2014,19,14,309,201,24,38,1,11,10,10,5,1,0,1,0,0,1,0,GER
9370,1945,PhD,Married,"$65,846.00 ",0,0,5/17/2013,68,81,276,80,40,81,1,6,3,6,4,0,0,0,0,0,0,0,CA
9381,1978,Graduation,Married,"$66,373.00 ",1,1,6/12/2013,57,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,0,AUS
9384,1978,Graduation,Married,"$66,373.00 ",1,1,6/12/2013,57,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,0,AUS
9392,1971,Graduation,Single,"$26,954.00 ",1,0,5/8/2014,17,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,SP
9396,1978,PhD,Married,"$37,717.00 ",1,0,11/23/2012,31,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,SA
9405,1954,PhD,Married,"$52,869.00 ",1,1,10/15/2012,40,3,61,2,1,21,3,3,1,4,7,0,0,0,0,0,1,0,SA
9422,1989,Graduation,Married,"$38,360.00 ",1,0,5/31/2013,26,2,42,20,21,10,2,2,1,4,3,0,0,0,0,0,0,0,AUS
9423,1979,Master,Married,"$32,765.00 ",1,0,2/23/2014,49,3,17,7,3,3,2,2,0,4,5,0,0,0,0,0,0,0,SP
9432,1977,Graduation,Together,"$666,666.00 ",1,0,6/2/2013,23,14,18,8,1,12,4,3,1,3,6,0,0,0,0,0,0,0,SA
9449,1958,PhD,Single,"$79,761.00 ",0,1,10/4/2013,32,5,124,15,35,11,1,5,2,11,3,0,0,0,0,0,0,0,SA
9463,1959,Graduation,Together,"$71,706.00 ",0,1,11/13/2012,16,56,253,91,98,14,4,9,5,7,5,0,0,0,0,0,0,0,CA
9467,1984,Graduation,Single,"$34,738.00 ",1,0,5/11/2014,51,2,10,3,0,2,1,1,0,3,6,0,0,0,0,0,0,0,SP
9477,1954,PhD,Married,"$65,324.00 ",0,1,1/11/2014,0,0,102,21,32,5,3,6,2,9,4,0,0,0,0,0,0,0,IND
9478,1985,Graduation,Single,"$66,503.00 ",1,0,8/14/2012,30,64,128,65,3,50,2,4,3,6,3,0,0,0,0,0,0,0,SP
9483,1959,Graduation,Together,"$57,957.00 ",0,1,8/19/2013,24,59,177,77,5,29,7,4,6,8,3,0,0,0,0,0,0,1,CA
9485,1986,PhD,Married,"$45,921.00 ",0,0,3/10/2014,23,9,49,24,3,12,1,2,1,6,4,0,0,0,0,0,0,0,SA
9491,1984,Graduation,Together,"$23,976.00 ",1,0,12/27/2013,68,1,21,2,3,25,3,3,1,3,7,0,0,0,0,0,0,0,SA
9493,1980,PhD,Single,"$76,412.00 ",0,0,5/5/2013,15,53,804,23,71,17,1,5,4,8,3,1,0,0,0,1,1,0,CA
9495,1982,Graduation,Together,"$71,853.00 ",0,0,5/8/2013,29,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,SP
9500,1959,Graduation,Married,"$58,113.00 ",0,1,1/25/2013,66,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,0,1,SP
9503,1980,Graduation,Single,"$28,071.00 ",0,0,8/29/2012,65,33,130,41,26,44,2,5,1,5,8,0,0,0,0,0,0,0,SP
9504,1949,Master,Married,"$81,698.00 ",0,0,11/6/2013,4,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,1,0,SP
9507,1975,Graduation,Married,"$40,794.00 ",0,1,4/7/2013,18,23,73,4,23,50,2,6,3,5,7,0,0,0,0,0,0,0,SP
9529,1990,Graduation,Married,"$73,687.00 ",0,0,11/28/2013,8,153,503,218,13,181,1,3,9,9,2,1,0,0,0,0,1,0,SA
9530,1988,Graduation,Married,"$24,645.00 ",1,0,11/1/2012,16,3,4,4,1,0,1,1,0,2,8,0,0,0,0,0,0,0,SA
9560,1965,Graduation,Together,"$83,003.00 ",0,0,3/3/2013,18,61,570,40,25,122,1,7,6,8,3,0,0,0,0,1,1,0,SP
9576,1982,PhD,Together,"$32,313.00 ",1,0,2/11/2013,60,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,0,SP
9579,1959,PhD,Married,"$33,762.00 ",2,1,7/7/2013,61,1,34,2,0,16,3,2,2,2,8,0,0,0,0,0,0,0,CA
